"","from","to","num_pixels"
"1243",5124,8324,0
"1244",5124,8424,0
"1245",5124,9134,0
"1246",5124,9224,0
"1247",5124,9234,0
"1248",5124,9324,0
"1249",5124,9424,0
"1250",5124,10134,0
"1251",5124,10224,0
"1252",5124,10234,0
"1253",5124,10324,0
"1254",5124,10424,0
"1255",5134,2124,0
"1256",5134,2134,0
"1257",5134,2224,0
"1258",5134,2234,0
"1259",5134,2324,0
"1260",5134,2424,0
"1261",5134,3124,0
"1262",5134,3134,0
"1263",5134,3224,0
"1264",5134,3234,0
"1265",5134,3324,0
"1266",5134,3424,0
"1267",5134,4124,0
"1268",5134,4224,0
"1269",5134,4234,0
"1270",5134,4324,0
"1271",5134,4424,0
"1272",5134,5224,0
"1273",5134,5234,0
"1274",5134,5324,0
"1275",5134,5424,0
"1276",5134,7124,0
"1277",5134,7224,0
"1278",5134,7234,0
"1279",5134,7324,0
"1280",5134,7424,0
"1281",5134,8124,0
"1282",5134,8224,0
"1283",5134,8324,0
"1284",5134,8424,0
"1285",5134,9124,0
"1286",5134,9134,0
"1287",5134,9224,0
"1288",5134,9234,0
"1289",5134,9324,0
"1290",5134,9424,0
"1291",5134,10124,0
"1292",5134,10224,0
"1293",5134,10234,0
"1294",5134,10324,0
"1295",5134,10424,0
"1296",5224,2124,0
"1297",5224,2134,0
"1298",5224,2234,0
"1299",5224,2324,0
"1300",5224,2424,0
"1301",5224,3124,0
"1302",5224,3134,0
"1303",5224,3234,0
"1304",5224,3324,0
"1305",5224,3424,0
"1306",5224,4124,0
"1307",5224,4134,0
"1308",5224,4234,0
"1309",5224,4324,0
"1310",5224,4424,0
"1311",5224,5124,0
"1312",5224,5134,0
"1313",5224,5234,0
"1314",5224,5324,0
"1315",5224,5424,0
"1316",5224,7124,0
"1317",5224,7134,0
"1318",5224,7234,0
"1319",5224,7324,0
"1320",5224,7424,0
"1321",5224,8124,0
"1322",5224,8324,0
"1323",5224,8424,0
"1324",5224,9124,0
"1325",5224,9134,0
"1326",5224,9234,0
"1327",5224,9324,0
"1328",5224,9424,0
"1329",5224,10124,0
"1330",5224,10134,0
"1331",5224,10234,0
"1332",5224,10324,0
"1333",5224,10424,0
"1334",5234,2124,0
"1335",5234,2134,0
"1336",5234,2234,0
"1337",5234,2324,0
"1338",5234,2424,0
"1339",5234,3124,0
"1340",5234,3134,0
"1341",5234,3224,0
"1342",5234,3324,0
"1343",5234,3424,0
"1344",5234,4124,0
"1345",5234,4134,0
"1346",5234,4224,0
"1347",5234,4234,0
"1348",5234,4324,0
"1349",5234,4424,0
"1350",5234,5124,0
"1351",5234,5134,0
"1352",5234,5324,0
"1353",5234,5424,0
"1354",5234,7124,0
"1355",5234,7134,0
"1356",5234,7224,0
"1357",5234,7234,0
"1358",5234,7324,0
"1359",5234,7424,0
"1360",5234,8124,0
"1361",5234,8224,0
"1362",5234,8324,0
"1363",5234,8424,0
"1364",5234,9124,0
"1365",5234,9134,0
"1366",5234,9224,0
"1367",5234,9234,0
"1368",5234,9324,0
"1369",5234,9424,0
"1370",5234,10124,0
"1371",5234,10134,0
"1372",5234,10224,0
"1373",5234,10324,0
"1374",5234,10424,0
"1375",5324,2124,0
"1376",5324,2134,0
"1377",5324,2224,0
"1378",5324,2234,0
"1379",5324,2424,0
"1380",5324,3124,0
"1381",5324,3134,0
"1382",5324,3224,0
"1383",5324,3234,0
"1384",5324,3424,0
"1385",5324,4124,0
"1386",5324,4134,0
"1387",5324,4224,0
"1388",5324,4234,0
"1389",5324,4424,0
"1390",5324,5124,0
"1391",5324,5134,0
"1392",5324,5224,0
"1393",5324,5234,0
"1394",5324,5424,0
"1395",5324,7124,0
"1396",5324,7134,0
"1397",5324,7224,0
"1398",5324,7234,0
"1399",5324,7424,0
"1400",5324,8124,0
"1401",5324,8224,0
"1402",5324,8424,0
"1403",5324,9124,0
"1404",5324,9134,0
"1405",5324,9224,0
"1406",5324,9234,0
"1407",5324,9424,0
"1408",5324,10124,0
"1409",5324,10134,0
"1410",5324,10224,0
"1411",5324,10234,0
"1412",5324,10424,0
"1413",5334,2124,0
"1414",5334,2134,0
"1415",5334,2224,0
"1416",5334,2234,0
"1417",5334,2324,0
"1418",5334,2424,0
"1419",5334,3124,0
"1420",5334,3134,0
"1421",5334,3224,0
"1422",5334,3234,0
"1423",5334,3324,0
"1424",5334,3424,0
"1425",5334,4124,0
"1426",5334,4134,0
"1427",5334,4224,0
"1428",5334,4234,0
"1429",5334,4424,0
"1430",5334,5124,0
"1431",5334,5134,0
"1432",5334,5224,0
"1433",5334,5234,0
"1434",5334,5424,0
"1435",5334,7124,0
"1436",5334,7134,0
"1437",5334,7224,0
"1438",5334,7234,0
"1439",5334,7424,0
"1440",5334,8124,0
"1441",5334,8224,0
"1442",5334,8424,0
"1443",5334,9124,0
"1444",5334,9134,0
"1445",5334,9224,0
"1446",5334,9234,0
"1447",5334,9424,0
"1448",5334,10124,0
"1449",5334,10134,0
"1450",5334,10224,0
"1451",5334,10234,0
"1452",5334,10424,0
"1453",5424,2124,0
"1454",5424,2134,0
"1455",5424,2224,0
"1456",5424,2234,0
"1457",5424,2324,0
"1458",5424,3124,0
"1459",5424,3134,0
"1460",5424,3224,0
"1461",5424,3234,0
"1462",5424,3324,0
"1463",5424,4124,0
"1464",5424,4134,0
"1465",5424,4224,0
"1466",5424,4234,0
"1467",5424,4324,0
"1468",5424,5124,0
"1469",5424,5134,0
"1470",5424,5224,0
"1471",5424,5234,0
"1472",5424,5324,0
"1473",5424,7124,0
"1474",5424,7134,0
"1475",5424,7224,0
"1476",5424,7234,0
"1477",5424,7324,0
"1478",5424,8124,0
"1479",5424,8224,0
"1480",5424,8324,0
"1481",5424,9124,0
"1482",5424,9134,0
"1483",5424,9224,0
"1484",5424,9234,0
"1485",5424,9324,0
"1486",5424,10124,0
"1487",5424,10134,0
"1488",5424,10224,0
"1489",5424,10234,0
"1490",5424,10324,0
"1491",5434,2124,0
"1492",5434,2134,0
"1493",5434,2224,0
"1494",5434,2234,0
"1495",5434,2324,0
"1496",5434,3124,0
"1497",5434,3134,0
"1498",5434,3224,0
"1499",5434,3234,0
"1500",5434,3324,0
"1501",5434,3424,0
"1502",5434,4124,0
"1503",5434,4134,0
"1504",5434,4224,0
"1505",5434,4234,0
"1506",5434,4324,0
"1507",5434,4424,0
"1508",5434,5124,0
"1509",5434,5134,0
"1510",5434,5224,0
"1511",5434,5234,0
"1512",5434,5324,0
"1513",5434,7124,0
"1514",5434,7134,0
"1515",5434,7224,0
"1516",5434,7234,0
"1517",5434,7324,0
"1518",5434,8124,0
"1519",5434,8224,0
"1520",5434,8324,0
"1521",5434,9124,0
"1522",5434,9134,0
"1523",5434,9224,0
"1524",5434,9234,0
"1525",5434,9324,0
"1526",5434,9424,0
"1527",5434,10124,0
"1528",5434,10134,0
"1529",5434,10224,0
"1530",5434,10234,0
"1531",5434,10324,0
"1532",7124,2134,0
"1533",7124,2224,0
"1534",7124,2234,0
"1535",7124,2324,0
"1536",7124,2424,0
"1537",7124,3134,0
"1538",7124,3224,0
"1539",7124,3234,0
"1540",7124,3324,0
"1541",7124,3424,0
"1542",7124,4134,0
"1543",7124,4224,0
"1544",7124,4234,0
"1545",7124,4324,0
"1546",7124,4424,0
"1547",7124,5134,0
"1548",7124,5224,0
"1549",7124,5234,0
"1550",7124,5324,0
"1551",7124,5424,0
"1552",7124,7134,0
"1553",7124,7224,0
"1554",7124,7234,0
"1555",7124,7324,0
"1556",7124,7424,0
"1557",7124,8224,0
"1558",7124,8324,0
"1559",7124,8424,0
"1560",7124,9134,0
"1561",7124,9224,0
"1562",7124,9234,0
"1563",7124,9324,0
"1564",7124,9424,0
"1565",7124,10134,0
"1566",7124,10224,0
"1567",7124,10234,0
"1568",7124,10324,0
"1569",7124,10424,0
"1570",7134,2124,0
"1571",7134,2134,0
"1572",7134,2224,0
"1573",7134,2234,0
"1574",7134,2324,0
"1575",7134,2424,0
"1576",7134,3124,0
"1577",7134,3134,0
"1578",7134,3224,0
"1579",7134,3234,0
"1580",7134,3324,0
"1581",7134,3424,0
"1582",7134,4124,0
"1583",7134,4134,0
"1584",7134,4224,0
"1585",7134,4234,0
"1586",7134,4324,0
"1587",7134,4424,0
"1588",7134,5124,0
"1589",7134,5224,0
"1590",7134,5234,0
"1591",7134,5324,0
"1592",7134,5424,0
"1593",7134,7224,0
"1594",7134,7234,0
"1595",7134,7324,0
"1596",7134,7424,0
"1597",7134,8124,0
"1598",7134,8224,0
"1599",7134,8324,0
"1600",7134,8424,0
"1601",7134,9124,0
"1602",7134,9134,0
"1603",7134,9224,0
"1604",7134,9234,0
"1605",7134,9324,0
"1606",7134,9424,0
"1607",7134,10124,0
"1608",7134,10224,0
"1609",7134,10234,0
"1610",7134,10324,0
"1611",7134,10424,0
"1612",7224,2124,0
"1613",7224,2134,0
"1614",7224,2234,0
"1615",7224,2324,0
"1616",7224,2424,0
"1617",7224,3124,0
"1618",7224,3134,0
"1619",7224,3234,0
"1620",7224,3324,0
"1621",7224,3424,0
"1622",7224,4124,0
"1623",7224,4134,0
"1624",7224,4234,0
"1625",7224,4324,0
"1626",7224,4424,0
"1627",7224,5124,0
"1628",7224,5134,0
"1629",7224,5234,0
"1630",7224,5324,0
"1631",7224,5424,0
"1632",7224,7124,0
"1633",7224,7134,0
"1634",7224,7234,0
"1635",7224,7324,0
"1636",7224,7424,0
"1637",7224,8124,0
"1638",7224,8324,0
"1639",7224,8424,0
"1640",7224,9124,0
"1641",7224,9134,0
"1642",7224,9234,0
"1643",7224,9324,0
"1644",7224,9424,0
"1645",7224,10124,0
"1646",7224,10134,0
"1647",7224,10234,0
"1648",7224,10324,0
"1649",7224,10424,0
"1650",7234,2124,0
"1651",7234,2134,0
"1652",7234,2234,0
"1653",7234,2324,0
"1654",7234,2424,0
"1655",7234,3124,0
"1656",7234,3134,0
"1657",7234,3224,0
"1658",7234,3324,0
"1659",7234,3424,0
"1660",7234,4124,0
"1661",7234,4134,0
"1662",7234,4224,0
"1663",7234,4234,0
"1664",7234,4324,0
"1665",7234,4424,0
"1666",7234,5124,0
"1667",7234,5134,0
"1668",7234,5224,0
"1669",7234,5234,0
"1670",7234,5324,0
"1671",7234,5424,0
"1672",7234,7124,0
"1673",7234,7134,0
"1674",7234,7324,0
"1675",7234,7424,0
"1676",7234,8124,0
"1677",7234,8224,0
"1678",7234,8324,0
"1679",7234,8424,0
"1680",7234,9124,0
"1681",7234,9134,0
"1682",7234,9224,0
"1683",7234,9234,0
"1684",7234,9324,0
"1685",7234,9424,0
"1686",7234,10124,0
"1687",7234,10134,0
"1688",7234,10224,0
"1689",7234,10234,0
"1690",7234,10324,0
"1691",7234,10424,0
"1692",7324,2124,0
"1693",7324,2134,0
"1694",7324,2224,0
"1695",7324,2234,0
"1696",7324,2424,0
"1697",7324,3124,0
"1698",7324,3134,0
"1699",7324,3224,0
"1700",7324,3234,0
"1701",7324,3424,0
"1702",7324,4124,0
"1703",7324,4134,0
"1704",7324,4224,0
"1705",7324,4234,0
"1706",7324,4424,0
"1707",7324,5124,0
"1708",7324,5134,0
"1709",7324,5224,0
"1710",7324,5234,0
"1711",7324,5424,0
"1712",7324,7124,0
"1713",7324,7134,0
"1714",7324,7224,0
"1715",7324,7234,0
"1716",7324,7424,0
"1717",7324,8124,0
"1718",7324,8224,0
"1719",7324,8424,0
"1720",7324,9124,0
"1721",7324,9134,0
"1722",7324,9224,0
"1723",7324,9234,0
"1724",7324,9424,0
"1725",7324,10124,0
"1726",7324,10134,0
"1727",7324,10224,0
"1728",7324,10234,0
"1729",7324,10424,0
"1730",7334,2124,0
"1731",7334,2134,0
"1732",7334,2224,0
"1733",7334,2234,0
"1734",7334,2324,0
"1735",7334,2424,0
"1736",7334,3124,0
"1737",7334,3134,0
"1738",7334,3224,0
"1739",7334,3234,0
"1740",7334,3324,0
"1741",7334,3424,0
"1742",7334,4124,0
"1743",7334,4134,0
"1744",7334,4224,0
"1745",7334,4234,0
"1746",7334,4424,0
"1747",7334,5124,0
"1748",7334,5134,0
"1749",7334,5224,0
"1750",7334,5234,0
"1751",7334,5424,0
"1752",7334,7124,0
"1753",7334,7134,0
"1754",7334,7224,0
"1755",7334,7234,0
"1756",7334,7424,0
"1757",7334,8124,0
"1758",7334,8224,0
"1759",7334,8324,0
"1760",7334,8424,0
"1761",7334,9124,0
"1762",7334,9134,0
"1763",7334,9224,0
"1764",7334,9234,0
"1765",7334,9324,0
"1766",7334,9424,0
"1767",7334,10124,0
"1768",7334,10134,0
"1769",7334,10224,0
"1770",7334,10234,0
"1771",7334,10424,0
"1772",7424,2124,0
"1773",7424,2134,0
"1774",7424,2224,0
"1775",7424,2234,0
"1776",7424,2324,0
"1777",7424,3124,0
"1778",7424,3134,0
"1779",7424,3224,0
"1780",7424,3234,0
"1781",7424,3324,0
"1782",7424,4124,0
"1783",7424,4134,0
"1784",7424,4224,0
"1785",7424,4234,0
"1786",7424,4324,0
"1787",7424,5124,0
"1788",7424,5134,0
"1789",7424,5224,0
"1790",7424,5234,0
"1791",7424,5324,0
"1792",7424,7124,0
"1793",7424,7134,0
"1794",7424,7224,0
"1795",7424,7234,0
"1796",7424,7324,0
"1797",7424,8124,0
"1798",7424,8224,0
"1799",7424,8324,0
"1800",7424,9124,0
"1801",7424,9134,0
"1802",7424,9224,0
"1803",7424,9234,0
"1804",7424,9324,0
"1805",7424,10124,0
"1806",7424,10134,0
"1807",7424,10224,0
"1808",7424,10234,0
"1809",7424,10324,0
"1810",7434,2124,0
"1811",7434,2134,0
"1812",7434,2224,0
"1813",7434,2234,0
"1814",7434,2324,0
"1815",7434,2424,0
"1816",7434,3124,0
"1817",7434,3134,0
"1818",7434,3224,0
"1819",7434,3234,0
"1820",7434,3324,0
"1821",7434,3424,0
"1822",7434,4124,0
"1823",7434,4134,0
"1824",7434,4224,0
"1825",7434,4234,0
"1826",7434,4324,0
"1827",7434,5124,0
"1828",7434,5134,0
"1829",7434,5224,0
"1830",7434,5234,0
"1831",7434,5324,0
"1832",7434,7124,0
"1833",7434,7134,0
"1834",7434,7224,0
"1835",7434,7234,0
"1836",7434,7324,0
"1837",7434,8124,0
"1838",7434,8224,0
"1839",7434,8324,0
"1840",7434,9124,0
"1841",7434,9134,0
"1842",7434,9224,0
"1843",7434,9234,0
"1844",7434,9324,0
"1845",7434,9424,0
"1846",7434,10124,0
"1847",7434,10134,0
"1848",7434,10224,0
"1849",7434,10234,0
"1850",7434,10324,0
"1851",7434,10424,0
"1852",8124,2134,0
"1853",8124,2224,0
"1854",8124,2234,0
"1855",8124,2324,0
"1856",8124,2424,0
"1857",8124,3134,0
"1858",8124,3224,0
"1859",8124,3234,0
"1860",8124,3324,0
"1861",8124,3424,0
"1862",8124,4124,0
"1863",8124,4134,0
"1864",8124,4224,0
"1865",8124,4234,0
"1866",8124,4324,0
"1867",8124,4424,0
"1868",8124,5134,0
"1869",8124,5224,0
"1870",8124,5234,0
"1871",8124,5324,0
"1872",8124,5424,0
"1873",8124,7134,0
"1874",8124,7224,0
"1875",8124,7234,0
"1876",8124,7324,0
"1877",8124,7424,0
"1878",8124,8224,0
"1879",8124,8324,0
"1880",8124,8424,0
"1881",8124,9134,0
"1882",8124,9224,0
"1883",8124,9234,0
"1884",8124,9324,0
"1885",8124,9424,0
"1886",8124,10134,0
"1887",8124,10224,0
"1888",8124,10234,0
"1889",8124,10324,0
"1890",8124,10424,0
"1891",8224,2124,0
"1892",8224,2134,0
"1893",8224,2234,0
"1894",8224,2324,0
"1895",8224,2424,0
"1896",8224,3124,0
"1897",8224,3134,0
"1898",8224,3234,0
"1899",8224,3324,0
"1900",8224,3424,0
"1901",8224,4124,0
"1902",8224,4134,0
"1903",8224,4234,0
"1904",8224,4324,0
"1905",8224,4424,0
"1906",8224,5124,0
"1907",8224,5134,0
"1908",8224,5234,0
"1909",8224,5324,0
"1910",8224,5424,0
"1911",8224,7124,0
"1912",8224,7134,0
"1913",8224,7234,0
"1914",8224,7324,0
"1915",8224,7424,0
"1916",8224,8124,0
"1917",8224,8324,0
"1918",8224,8424,0
"1919",8224,9124,0
"1920",8224,9134,0
"1921",8224,9234,0
"1922",8224,9324,0
"1923",8224,9424,0
"1924",8224,10124,0
"1925",8224,10134,0
"1926",8224,10234,0
"1927",8224,10324,0
"1928",8224,10424,0
"1929",8234,2124,0
"1930",8234,2134,0
"1931",8234,2234,0
"1932",8234,2324,0
"1933",8234,2424,0
"1934",8234,3124,0
"1935",8234,3134,0
"1936",8234,3224,0
"1937",8234,3234,0
"1938",8234,3324,0
"1939",8234,3424,0
"1940",8234,4124,0
"1941",8234,4134,0
"1942",8234,4234,0
"1943",8234,4324,0
"1944",8234,4424,0
"1945",8234,5124,0
"1946",8234,5134,0
"1947",8234,5234,0
"1948",8234,5324,0
"1949",8234,5424,0
"1950",8234,7124,0
"1951",8234,7134,0
"1952",8234,7224,0
"1953",8234,7234,0
"1954",8234,7324,0
"1955",8234,7424,0
"1956",8234,8124,0
"1957",8234,8324,0
"1958",8234,8424,0
"1959",8234,9124,0
"1960",8234,9134,0
"1961",8234,9224,0
"1962",8234,9234,0
"1963",8234,9324,0
"1964",8234,9424,0
"1965",8234,10124,0
"1966",8234,10134,0
"1967",8234,10224,0
"1968",8234,10234,0
"1969",8234,10324,0
"1970",8234,10424,0
"1971",8324,2124,0
"1972",8324,2134,0
"1973",8324,2224,0
"1974",8324,2234,0
"1975",8324,2324,0
"1976",8324,2424,0
"1977",8324,3124,0
"1978",8324,3134,0
"1979",8324,3224,0
"1980",8324,3234,0
"1981",8324,3324,0
"1982",8324,3424,0
"1983",8324,4124,0
"1984",8324,4134,0
"1985",8324,4224,0
"1986",8324,4234,0
"1987",8324,4424,0
"1988",8324,5124,0
"1989",8324,5134,0
"1990",8324,5224,0
"1991",8324,5234,0
"1992",8324,5424,0
"1993",8324,7124,0
"1994",8324,7134,0
"1995",8324,7224,0
"1996",8324,7234,0
"1997",8324,7424,0
"1998",8324,8124,0
"1999",8324,8224,0
"2000",8324,8424,0
"2001",8324,9124,0
"2002",8324,9134,0
"2003",8324,9224,0
"2004",8324,9234,0
"2005",8324,9424,0
"2006",8324,10124,0
"2007",8324,10134,0
"2008",8324,10224,0
"2009",8324,10234,0
"2010",8324,10324,0
"2011",8324,10424,0
"2012",8334,2124,0
"2013",8334,2134,0
"2014",8334,2224,0
"2015",8334,2234,0
"2016",8334,2324,0
"2017",8334,2424,0
"2018",8334,3124,0
"2019",8334,3134,0
"2020",8334,3224,0
"2021",8334,3234,0
"2022",8334,3324,0
"2023",8334,3424,0
"2024",8334,4124,0
"2025",8334,4134,0
"2026",8334,4224,0
"2027",8334,4234,0
"2028",8334,4424,0
"2029",8334,5124,0
"2030",8334,5134,0
"2031",8334,5224,0
"2032",8334,5234,0
"2033",8334,5424,0
"2034",8334,7124,0
"2035",8334,7134,0
"2036",8334,7224,0
"2037",8334,7234,0
"2038",8334,7424,0
"2039",8334,8124,0
"2040",8334,8224,0
"2041",8334,8424,0
"2042",8334,9124,0
"2043",8334,9134,0
"2044",8334,9224,0
"2045",8334,9234,0
"2046",8334,9324,0
"2047",8334,9424,0
"2048",8334,10124,0
"2049",8334,10134,0
"2050",8334,10224,0
"2051",8334,10234,0
"2052",8334,10324,0
"2053",8334,10424,0
"2054",8424,2124,0
"2055",8424,2134,0
"2056",8424,2224,0
"2057",8424,2234,0
"2058",8424,2324,0
"2059",8424,3124,0
"2060",8424,3134,0
"2061",8424,3224,0
"2062",8424,3234,0
"2063",8424,3324,0
"2064",8424,3424,0
"2065",8424,4124,0
"2066",8424,4134,0
"2067",8424,4224,0
"2068",8424,4234,0
"2069",8424,4324,0
"2070",8424,5124,0
"2071",8424,5134,0
"2072",8424,5224,0
"2073",8424,5234,0
"2074",8424,5324,0
"2075",8424,7124,0
"2076",8424,7134,0
"2077",8424,7224,0
"2078",8424,7234,0
"2079",8424,7324,0
"2080",8424,8124,0
"2081",8424,8224,0
"2082",8424,8324,0
"2083",8424,9124,0
"2084",8424,9134,0
"2085",8424,9224,0
"2086",8424,9234,0
"2087",8424,9324,0
"2088",8424,10124,0
"2089",8424,10134,0
"2090",8424,10224,0
"2091",8424,10234,0
"2092",8424,10324,0
"2093",8424,10424,0
"2094",8434,2124,0
"2095",8434,2134,0
"2096",8434,2224,0
"2097",8434,2234,0
"2098",8434,2324,0
"2099",8434,2424,0
"2100",8434,3124,0
"2101",8434,3134,0
"2102",8434,3224,0
"2103",8434,3234,0
"2104",8434,3324,0
"2105",8434,3424,0
"2106",8434,4124,0
"2107",8434,4134,0
"2108",8434,4224,0
"2109",8434,4234,0
"2110",8434,4324,0
"2111",8434,5124,0
"2112",8434,5134,0
"2113",8434,5224,0
"2114",8434,5234,0
"2115",8434,5324,0
"2116",8434,7124,0
"2117",8434,7134,0
"2118",8434,7224,0
"2119",8434,7234,0
"2120",8434,7324,0
"2121",8434,7424,0
"2122",8434,8124,0
"2123",8434,8224,0
"2124",8434,8324,0
"2125",8434,9124,0
"2126",8434,9134,0
"2127",8434,9224,0
"2128",8434,9234,0
"2129",8434,9324,0
"2130",8434,9424,0
"2131",8434,10124,0
"2132",8434,10134,0
"2133",8434,10224,0
"2134",8434,10234,0
"2135",8434,10324,0
"2136",8434,10424,0
"2137",9124,2134,0
"2138",9124,2224,0
"2139",9124,2234,0
"2140",9124,2324,0
"2141",9124,2424,0
"2142",9124,3134,0
"2143",9124,3224,0
"2144",9124,3234,0
"2145",9124,3324,0
"2146",9124,3424,0
"2147",9124,4124,0
"2148",9124,4134,0
"2149",9124,4224,0
"2150",9124,4234,0
"2151",9124,4324,0
"2152",9124,4424,0
"2153",9124,5134,0
"2154",9124,5224,0
"2155",9124,5234,0
"2156",9124,5324,0
"2157",9124,5424,0
"2158",9124,7134,0
"2159",9124,7224,0
"2160",9124,7234,0
"2161",9124,7324,0
"2162",9124,7424,0
"2163",9124,8224,0
"2164",9124,8324,0
"2165",9124,8424,0
"2166",9124,9134,0
"2167",9124,9224,0
"2168",9124,9234,0
"2169",9124,9324,0
"2170",9124,9424,0
"2171",9124,10134,0
"2172",9124,10224,0
"2173",9124,10234,0
"2174",9124,10324,0
"2175",9124,10424,0
"2176",9134,2124,0
"2177",9134,2134,0
"2178",9134,2224,0
"2179",9134,2234,0
"2180",9134,2324,0
"2181",9134,2424,0
"2182",9134,3124,0
"2183",9134,3134,0
"2184",9134,3224,0
"2185",9134,3234,0
"2186",9134,3324,0
"2187",9134,3424,0
"2188",9134,4124,0
"2189",9134,4134,0
"2190",9134,4224,0
"2191",9134,4234,0
"2192",9134,4324,0
"2193",9134,4424,0
"2194",9134,5124,0
"2195",9134,5134,0
"2196",9134,5224,0
"2197",9134,5234,0
"2198",9134,5324,0
"2199",9134,5424,0
"2200",9134,7124,0
"2201",9134,7134,0
"2202",9134,7224,0
"2203",9134,7234,0
"2204",9134,7324,0
"2205",9134,7424,0
"2206",9134,8124,0
"2207",9134,8224,0
"2208",9134,8324,0
"2209",9134,8424,0
"2210",9134,9224,0
"2211",9134,9234,0
"2212",9134,9324,0
"2213",9134,9424,0
"2214",9134,10124,0
"2215",9134,10134,0
"2216",9134,10224,0
"2217",9134,10234,0
"2218",9134,10324,0
"2219",9134,10424,0
"2220",9224,2124,0
"2221",9224,2134,0
"2222",9224,2234,0
"2223",9224,2324,0
"2224",9224,2424,0
"2225",9224,3124,0
"2226",9224,3134,0
"2227",9224,3234,0
"2228",9224,3324,0
"2229",9224,3424,0
"2230",9224,4124,0
"2231",9224,4134,0
"2232",9224,4224,0
"2233",9224,4234,0
"2234",9224,4324,0
"2235",9224,4424,0
"2236",9224,5124,0
"2237",9224,5134,0
"2238",9224,5234,0
"2239",9224,5324,0
"2240",9224,5424,0
"2241",9224,7124,0
"2242",9224,7134,0
"2243",9224,7234,0
"2244",9224,7324,0
"2245",9224,7424,0
"2246",9224,8124,0
"2247",9224,8324,0
"2248",9224,8424,0
"2249",9224,9124,0
"2250",9224,9134,0
"2251",9224,9234,0
"2252",9224,9324,0
"2253",9224,9424,0
"2254",9224,10124,0
"2255",9224,10134,0
"2256",9224,10234,0
"2257",9224,10324,0
"2258",9224,10424,0
"2259",9234,2124,0
"2260",9234,2134,0
"2261",9234,2224,0
"2262",9234,2234,0
"2263",9234,2324,0
"2264",9234,2424,0
"2265",9234,3124,0
"2266",9234,3134,0
"2267",9234,3224,0
"2268",9234,3234,0
"2269",9234,3324,0
"2270",9234,3424,0
"2271",9234,4124,0
"2272",9234,4134,0
"2273",9234,4224,0
"2274",9234,4234,0
"2275",9234,4324,0
"2276",9234,4424,0
"2277",9234,5124,0
"2278",9234,5134,0
"2279",9234,5224,0
"2280",9234,5234,0
"2281",9234,5324,0
"2282",9234,5424,0
"2283",9234,7124,0
"2284",9234,7134,0
"2285",9234,7224,0
"2286",9234,7234,0
"2287",9234,7324,0
"2288",9234,7424,0
"2289",9234,8124,0
"2290",9234,8224,0
"2291",9234,8324,0
"2292",9234,8424,0
"2293",9234,9124,0
"2294",9234,9134,0
"2295",9234,9324,0
"2296",9234,9424,0
"2297",9234,10124,0
"2298",9234,10134,0
"2299",9234,10224,0
"2300",9234,10234,0
"2301",9234,10324,0
"2302",9234,10424,0
"2303",9324,2124,0
"2304",9324,2134,0
"2305",9324,2224,0
"2306",9324,2234,0
"2307",9324,2324,0
"2308",9324,2424,0
"2309",9324,3124,0
"2310",9324,3134,0
"2311",9324,3224,0
"2312",9324,3234,0
"2313",9324,3324,0
"2314",9324,3424,0
"2315",9324,4124,0
"2316",9324,4134,0
"2317",9324,4224,0
"2318",9324,4234,0
"2319",9324,4324,0
"2320",9324,4424,0
"2321",9324,5124,0
"2322",9324,5134,0
"2323",9324,5224,0
"2324",9324,5234,0
"2325",9324,5424,0
"2326",9324,7124,0
"2327",9324,7134,0
"2328",9324,7224,0
"2329",9324,7234,0
"2330",9324,7424,0
"2331",9324,8124,0
"2332",9324,8224,0
"2333",9324,8324,0
"2334",9324,8424,0
"2335",9324,9124,0
"2336",9324,9134,0
"2337",9324,9224,0
"2338",9324,9234,0
"2339",9324,9424,0
"2340",9324,10124,0
"2341",9324,10134,0
"2342",9324,10224,0
"2343",9324,10234,0
"2344",9324,10424,0
"2345",9334,2124,0
"2346",9334,2134,0
"2347",9334,2224,0
"2348",9334,2234,0
"2349",9334,2324,0
"2350",9334,2424,0
"2351",9334,3124,0
"2352",9334,3134,0
"2353",9334,3224,0
"2354",9334,3234,0
"2355",9334,3324,0
"2356",9334,3424,0
"2357",9334,4124,0
"2358",9334,4134,0
"2359",9334,4224,0
"2360",9334,4234,0
"2361",9334,4324,0
"2362",9334,4424,0
"2363",9334,5124,0
"2364",9334,5134,0
"2365",9334,5224,0
"2366",9334,5234,0
"2367",9334,5324,0
"2368",9334,5424,0
"2369",9334,7124,0
"2370",9334,7134,0
"2371",9334,7224,0
"2372",9334,7234,0
"2373",9334,7324,0
"2374",9334,7424,0
"2375",9334,8124,0
"2376",9334,8224,0
"2377",9334,8324,0
"2378",9334,8424,0
"2379",9334,9124,0
"2380",9334,9134,0
"2381",9334,9224,0
"2382",9334,9234,0
"2383",9334,9424,0
"2384",9334,10124,0
"2385",9334,10134,0
"2386",9334,10224,0
"2387",9334,10234,0
"2388",9334,10324,0
"2389",9334,10424,0
"2390",9424,2124,0
"2391",9424,2134,0
"2392",9424,2224,0
"2393",9424,2234,0
"2394",9424,2324,0
"2395",9424,3124,0
"2396",9424,3134,0
"2397",9424,3224,0
"2398",9424,3234,0
"2399",9424,3324,0
"2400",9424,3424,0
"2401",9424,4124,0
"2402",9424,4134,0
"2403",9424,4224,0
"2404",9424,4234,0
"2405",9424,4324,0
"2406",9424,4424,0
"2407",9424,5124,0
